,Date,Visitor/Neutral,PTS,Home/Neutral,PTS.1
329,"Sat, Dec 1, 2018",Milwaukee Bucks,134,New York Knicks,136
330,"Sat, Dec 1, 2018",Golden State Warriors,102,Detroit Pistons,111
331,"Sat, Dec 1, 2018",Brooklyn Nets,88,Washington Wizards,102
332,"Sat, Dec 1, 2018",Toronto Raptors,106,Cleveland Cavaliers,95
333,"Sat, Dec 1, 2018",Chicago Bulls,105,Houston Rockets,121
334,"Sat, Dec 1, 2018",Boston Celtics,118,Minnesota Timberwolves,109
335,"Sat, Dec 1, 2018",Indiana Pacers,110,Sacramento Kings,111
336,"Sun, Dec 2, 2018",Phoenix Suns,96,Los Angeles Lakers,120
337,"Sun, Dec 2, 2018",New Orleans Pelicans,119,Charlotte Hornets,109
338,"Sun, Dec 2, 2018",Utah Jazz,100,Miami Heat,102
339,"Sun, Dec 2, 2018",Memphis Grizzlies,95,Philadelphia 76ers,103
340,"Sun, Dec 2, 2018",Los Angeles Clippers,110,Dallas Mavericks,114
341,"Sun, Dec 2, 2018",Portland Trail Blazers,118,San Antonio Spurs,131
342,"Mon, Dec 3, 2018",Oklahoma City Thunder,110,Detroit Pistons,83
343,"Mon, Dec 3, 2018",Golden State Warriors,128,Atlanta Hawks,111
344,"Mon, Dec 3, 2018",Cleveland Cavaliers,99,Brooklyn Nets,97
345,"Mon, Dec 3, 2018",Washington Wizards,110,New York Knicks,107
346,"Mon, Dec 3, 2018",Denver Nuggets,106,Toronto Raptors,103
347,"Mon, Dec 3, 2018",Houston Rockets,91,Minnesota Timberwolves,103
348,"Mon, Dec 3, 2018",Los Angeles Clippers,129,New Orleans Pelicans,126
349,"Tue, Dec 4, 2018",Chicago Bulls,90,Indiana Pacers,96
350,"Tue, Dec 4, 2018",Orlando Magic,105,Miami Heat,90
351,"Tue, Dec 4, 2018",Portland Trail Blazers,102,Dallas Mavericks,111
352,"Tue, Dec 4, 2018",Sacramento Kings,122,Phoenix Suns,105
353,"Tue, Dec 4, 2018",San Antonio Spurs,105,Utah Jazz,139
354,"Wed, Dec 5, 2018",Golden State Warriors,129,Cleveland Cavaliers,105
355,"Wed, Dec 5, 2018",Denver Nuggets,124,Orlando Magic,118
356,"Wed, Dec 5, 2018",Washington Wizards,131,Atlanta Hawks,117
357,"Wed, Dec 5, 2018",Oklahoma City Thunder,114,Brooklyn Nets,112
358,"Wed, Dec 5, 2018",Los Angeles Clippers,86,Memphis Grizzlies,96
359,"Wed, Dec 5, 2018",Detroit Pistons,92,Milwaukee Bucks,115
360,"Wed, Dec 5, 2018",Charlotte Hornets,104,Minnesota Timberwolves,121
361,"Wed, Dec 5, 2018",Dallas Mavericks,106,New Orleans Pelicans,132
362,"Wed, Dec 5, 2018",Philadelphia 76ers,102,Toronto Raptors,113
363,"Wed, Dec 5, 2018",San Antonio Spurs,113,Los Angeles Lakers,121
364,"Thu, Dec 6, 2018",New York Knicks,100,Boston Celtics,128
365,"Thu, Dec 6, 2018",Phoenix Suns,86,Portland Trail Blazers,108
366,"Thu, Dec 6, 2018",Houston Rockets,91,Utah Jazz,118
367,"Fri, Dec 7, 2018",Denver Nuggets,107,Charlotte Hornets,113
368,"Fri, Dec 7, 2018",Philadelphia 76ers,117,Detroit Pistons,111
369,"Fri, Dec 7, 2018",Indiana Pacers,112,Orlando Magic,90
370,"Fri, Dec 7, 2018",Toronto Raptors,105,Brooklyn Nets,106
371,"Fri, Dec 7, 2018",Sacramento Kings,129,Cleveland Cavaliers,110
372,"Fri, Dec 7, 2018",Oklahoma City Thunder,112,Chicago Bulls,114
373,"Fri, Dec 7, 2018",Memphis Grizzlies,107,New Orleans Pelicans,103
374,"Fri, Dec 7, 2018",Los Angeles Lakers,120,San Antonio Spurs,133
375,"Fri, Dec 7, 2018",Miami Heat,115,Phoenix Suns,98
376,"Fri, Dec 7, 2018",Golden State Warriors,105,Milwaukee Bucks,95
377,"Sat, Dec 8, 2018",Houston Rockets,104,Dallas Mavericks,107
378,"Sat, Dec 8, 2018",Sacramento Kings,97,Indiana Pacers,107
379,"Sat, Dec 8, 2018",Denver Nuggets,98,Atlanta Hawks,106
380,"Sat, Dec 8, 2018",Washington Wizards,101,Cleveland Cavaliers,116
381,"Sat, Dec 8, 2018",Brooklyn Nets,112,New York Knicks,104
382,"Sat, Dec 8, 2018",Boston Celtics,133,Chicago Bulls,77
383,"Sat, Dec 8, 2018",Los Angeles Lakers,111,Memphis Grizzlies,88
384,"Sat, Dec 8, 2018",Minnesota Timberwolves,105,Portland Trail Blazers,113
385,"Sat, Dec 8, 2018",Miami Heat,121,Los Angeles Clippers,98
386,"Sun, Dec 9, 2018",New Orleans Pelicans,116,Detroit Pistons,108
387,"Sun, Dec 9, 2018",Milwaukee Bucks,104,Toronto Raptors,99
388,"Sun, Dec 9, 2018",Utah Jazz,97,San Antonio Spurs,110
389,"Sun, Dec 9, 2018",Charlotte Hornets,119,New York Knicks,107
390,"Mon, Dec 10, 2018",Washington Wizards,101,Indiana Pacers,109
391,"Mon, Dec 10, 2018",Detroit Pistons,102,Philadelphia 76ers,116
392,"Mon, Dec 10, 2018",New Orleans Pelicans,100,Boston Celtics,113
393,"Mon, Dec 10, 2018",Sacramento Kings,108,Chicago Bulls,89
394,"Mon, Dec 10, 2018",Cleveland Cavaliers,92,Milwaukee Bucks,108
395,"Mon, Dec 10, 2018",Utah Jazz,113,Oklahoma City Thunder,122
396,"Mon, Dec 10, 2018",Orlando Magic,76,Dallas Mavericks,101
397,"Mon, Dec 10, 2018",Memphis Grizzlies,99,Denver Nuggets,105
398,"Mon, Dec 10, 2018",Los Angeles Clippers,123,Phoenix Suns,119
399,"Mon, Dec 10, 2018",Minnesota Timberwolves,108,Golden State Warriors,116
400,"Mon, Dec 10, 2018",Miami Heat,105,Los Angeles Lakers,108
401,"Tue, Dec 11, 2018",Portland Trail Blazers,104,Houston Rockets,111
402,"Tue, Dec 11, 2018",Phoenix Suns,86,San Antonio Spurs,111
403,"Tue, Dec 11, 2018",Toronto Raptors,123,Los Angeles Clippers,99
404,"Wed, Dec 12, 2018",Detroit Pistons,107,Charlotte Hornets,108
405,"Wed, Dec 12, 2018",New York Knicks,106,Cleveland Cavaliers,113
406,"Wed, Dec 12, 2018",Milwaukee Bucks,97,Indiana Pacers,113
407,"Wed, Dec 12, 2018",Brooklyn Nets,127,Philadelphia 76ers,124
408,"Wed, Dec 12, 2018",Boston Celtics,130,Washington Wizards,125
409,"Wed, Dec 12, 2018",Portland Trail Blazers,83,Memphis Grizzlies,92
410,"Wed, Dec 12, 2018",Oklahoma City Thunder,114,New Orleans Pelicans,118
411,"Wed, Dec 12, 2018",Atlanta Hawks,107,Dallas Mavericks,114
412,"Wed, Dec 12, 2018",Miami Heat,84,Utah Jazz,111
413,"Wed, Dec 12, 2018",Minnesota Timberwolves,130,Sacramento Kings,141
414,"Wed, Dec 12, 2018",Toronto Raptors,113,Golden State Warriors,93
415,"Thu, Dec 13, 2018",Los Angeles Lakers,111,Houston Rockets,126
416,"Thu, Dec 13, 2018",Los Angeles Clippers,87,San Antonio Spurs,125
417,"Thu, Dec 13, 2018",Chicago Bulls,91,Orlando Magic,97
418,"Thu, Dec 13, 2018",Dallas Mavericks,89,Phoenix Suns,99
419,"Fri, Dec 14, 2018",Atlanta Hawks,108,Boston Celtics,129
420,"Fri, Dec 14, 2018",New York Knicks,126,Charlotte Hornets,124
421,"Fri, Dec 14, 2018",Washington Wizards,118,Brooklyn Nets,125
422,"Fri, Dec 14, 2018",Milwaukee Bucks,114,Cleveland Cavaliers,102
423,"Fri, Dec 14, 2018",Indiana Pacers,113,Philadelphia 76ers,101
424,"Fri, Dec 14, 2018",Miami Heat,100,Memphis Grizzlies,97
425,"Fri, Dec 14, 2018",Oklahoma City Thunder,98,Denver Nuggets,109
426,"Fri, Dec 14, 2018",Toronto Raptors,122,Portland Trail Blazers,128
427,"Fri, Dec 14, 2018",Golden State Warriors,130,Sacramento Kings,125
428,"Sat, Dec 15, 2018",Utah Jazz,89,Orlando Magic,96
429,"Sat, Dec 15, 2018",Los Angeles Lakers,128,Charlotte Hornets,100
430,"Sat, Dec 15, 2018",Boston Celtics,104,Detroit Pistons,113
431,"Sat, Dec 15, 2018",Houston Rockets,105,Memphis Grizzlies,97
432,"Sat, Dec 15, 2018",Chicago Bulls,98,San Antonio Spurs,93
433,"Sat, Dec 15, 2018",Los Angeles Clippers,104,Oklahoma City Thunder,110
434,"Sat, Dec 15, 2018",Minnesota Timberwolves,99,Phoenix Suns,107
435,"Sun, Dec 16, 2018",Atlanta Hawks,127,Brooklyn Nets,144
436,"Sun, Dec 16, 2018",Philadelphia 76ers,128,Cleveland Cavaliers,105
437,"Sun, Dec 16, 2018",New York Knicks,99,Indiana Pacers,110
438,"Sun, Dec 16, 2018",Los Angeles Lakers,110,Washington Wizards,128
439,"Sun, Dec 16, 2018",Sacramento Kings,120,Dallas Mavericks,113
440,"Sun, Dec 16, 2018",Miami Heat,102,New Orleans Pelicans,96
441,"Sun, Dec 16, 2018",Toronto Raptors,86,Denver Nuggets,95
442,"Mon, Dec 17, 2018",Milwaukee Bucks,107,Detroit Pistons,104
443,"Mon, Dec 17, 2018",Phoenix Suns,128,New York Knicks,110
444,"Mon, Dec 17, 2018",Utah Jazz,97,Houston Rockets,102
445,"Mon, Dec 17, 2018",Sacramento Kings,105,Minnesota Timberwolves,132
446,"Mon, Dec 17, 2018",Chicago Bulls,96,Oklahoma City Thunder,121
447,"Mon, Dec 17, 2018",Philadelphia 76ers,96,San Antonio Spurs,123
448,"Mon, Dec 17, 2018",Memphis Grizzlies,93,Golden State Warriors,110
449,"Mon, Dec 17, 2018",Portland Trail Blazers,131,Los Angeles Clippers,127
450,"Tue, Dec 18, 2018",Cleveland Cavaliers,92,Indiana Pacers,91
451,"Tue, Dec 18, 2018",Washington Wizards,110,Atlanta Hawks,118
452,"Tue, Dec 18, 2018",Los Angeles Lakers,110,Brooklyn Nets,115
453,"Tue, Dec 18, 2018",Dallas Mavericks,118,Denver Nuggets,126
454,"Wed, Dec 19, 2018",Cleveland Cavaliers,99,Charlotte Hornets,110
455,"Wed, Dec 19, 2018",San Antonio Spurs,129,Orlando Magic,90
456,"Wed, Dec 19, 2018",New York Knicks,109,Philadelphia 76ers,131
457,"Wed, Dec 19, 2018",Phoenix Suns,111,Boston Celtics,103
458,"Wed, Dec 19, 2018",Indiana Pacers,96,Toronto Raptors,99
459,"Wed, Dec 19, 2018",Brooklyn Nets,96,Chicago Bulls,93
460,"Wed, Dec 19, 2018",Washington Wizards,118,Houston Rockets,136
461,"Wed, Dec 19, 2018",New Orleans Pelicans,115,Milwaukee Bucks,123
462,"Wed, Dec 19, 2018",Detroit Pistons,129,Minnesota Timberwolves,123
463,"Wed, Dec 19, 2018",Golden State Warriors,103,Utah Jazz,108
464,"Wed, Dec 19, 2018",Memphis Grizzlies,92,Portland Trail Blazers,99
465,"Wed, Dec 19, 2018",Oklahoma City Thunder,132,Sacramento Kings,113
466,"Thu, Dec 20, 2018",Houston Rockets,99,Miami Heat,101
467,"Thu, Dec 20, 2018",Dallas Mavericks,121,Los Angeles Clippers,125
468,"Fri, Dec 21, 2018",Detroit Pistons,86,Charlotte Hornets,98
469,"Fri, Dec 21, 2018",Cleveland Cavaliers,110,Toronto Raptors,126
470,"Fri, Dec 21, 2018",Indiana Pacers,114,Brooklyn Nets,106
471,"Fri, Dec 21, 2018",Atlanta Hawks,114,New York Knicks,107
472,"Fri, Dec 21, 2018",Milwaukee Bucks,120,Boston Celtics,107
473,"Fri, Dec 21, 2018",Orlando Magic,80,Chicago Bulls,90
474,"Fri, Dec 21, 2018",Minnesota Timberwolves,98,San Antonio Spurs,124
475,"Fri, Dec 21, 2018",Utah Jazz,120,Portland Trail Blazers,90
476,"Fri, Dec 21, 2018",Memphis Grizzlies,99,Sacramento Kings,102
477,"Fri, Dec 21, 2018",New Orleans Pelicans,104,Los Angeles Lakers,112
478,"Sat, Dec 22, 2018",Denver Nuggets,111,Los Angeles Clippers,132
479,"Sat, Dec 22, 2018",Phoenix Suns,146,Washington Wizards,149
480,"Sat, Dec 22, 2018",Toronto Raptors,101,Philadelphia 76ers,126
481,"Sat, Dec 22, 2018",San Antonio Spurs,101,Houston Rockets,108
482,"Sat, Dec 22, 2018",Milwaukee Bucks,87,Miami Heat,94
483,"Sat, Dec 22, 2018",Dallas Mavericks,116,Golden State Warriors,120
484,"Sat, Dec 22, 2018",Oklahoma City Thunder,107,Utah Jazz,106
485,"Sun, Dec 23, 2018",Atlanta Hawks,98,Detroit Pistons,95
486,"Sun, Dec 23, 2018",Washington Wizards,89,Indiana Pacers,105
487,"Sun, Dec 23, 2018",Charlotte Hornets,103,Boston Celtics,119
488,"Sun, Dec 23, 2018",Phoenix Suns,103,Brooklyn Nets,111
489,"Sun, Dec 23, 2018",Chicago Bulls,112,Cleveland Cavaliers,92
490,"Sun, Dec 23, 2018",Miami Heat,115,Orlando Magic,91
491,"Sun, Dec 23, 2018",New Orleans Pelicans,117,Sacramento Kings,122
492,"Sun, Dec 23, 2018",Minnesota Timberwolves,114,Oklahoma City Thunder,112
493,"Sun, Dec 23, 2018",Los Angeles Clippers,127,Golden State Warriors,129
494,"Sun, Dec 23, 2018",Dallas Mavericks,118,Portland Trail Blazers,121
495,"Sun, Dec 23, 2018",Memphis Grizzlies,107,Los Angeles Lakers,99
496,"Tue, Dec 25, 2018",Milwaukee Bucks,109,New York Knicks,95
497,"Tue, Dec 25, 2018",Oklahoma City Thunder,109,Houston Rockets,113
498,"Tue, Dec 25, 2018",Philadelphia 76ers,114,Boston Celtics,121
499,"Tue, Dec 25, 2018",Los Angeles Lakers,127,Golden State Warriors,101
500,"Tue, Dec 25, 2018",Portland Trail Blazers,96,Utah Jazz,117
501,"Wed, Dec 26, 2018",Washington Wizards,95,Detroit Pistons,106
502,"Wed, Dec 26, 2018",Phoenix Suns,122,Orlando Magic,120
503,"Wed, Dec 26, 2018",Indiana Pacers,129,Atlanta Hawks,121
504,"Wed, Dec 26, 2018",Charlotte Hornets,132,Brooklyn Nets,134
505,"Wed, Dec 26, 2018",Toronto Raptors,106,Miami Heat,104
506,"Wed, Dec 26, 2018",Minnesota Timberwolves,119,Chicago Bulls,94
507,"Wed, Dec 26, 2018",Cleveland Cavaliers,87,Memphis Grizzlies,95
508,"Wed, Dec 26, 2018",New Orleans Pelicans,119,Dallas Mavericks,122
509,"Wed, Dec 26, 2018",Denver Nuggets,103,San Antonio Spurs,111
510,"Wed, Dec 26, 2018",Sacramento Kings,118,Los Angeles Clippers,127
511,"Thu, Dec 27, 2018",Boston Celtics,113,Houston Rockets,127
512,"Thu, Dec 27, 2018",New York Knicks,96,Milwaukee Bucks,112
513,"Thu, Dec 27, 2018",Los Angeles Lakers,116,Sacramento Kings,117
514,"Thu, Dec 27, 2018",Portland Trail Blazers,110,Golden State Warriors,109
515,"Thu, Dec 27, 2018",Philadelphia 76ers,114,Utah Jazz,97
516,"Fri, Dec 28, 2018",Brooklyn Nets,87,Charlotte Hornets,100
517,"Fri, Dec 28, 2018",Detroit Pistons,88,Indiana Pacers,125
518,"Fri, Dec 28, 2018",Toronto Raptors,87,Orlando Magic,116
519,"Fri, Dec 28, 2018",Chicago Bulls,101,Washington Wizards,92
520,"Fri, Dec 28, 2018",Cleveland Cavaliers,94,Miami Heat,118
521,"Fri, Dec 28, 2018",Atlanta Hawks,123,Minnesota Timberwolves,120
522,"Fri, Dec 28, 2018",Dallas Mavericks,112,New Orleans Pelicans,114
523,"Fri, Dec 28, 2018",San Antonio Spurs,99,Denver Nuggets,102
524,"Fri, Dec 28, 2018",Oklahoma City Thunder,118,Phoenix Suns,102
525,"Fri, Dec 28, 2018",Los Angeles Clippers,118,Los Angeles Lakers,107
526,"Sat, Dec 29, 2018",Brooklyn Nets,115,Milwaukee Bucks,129
527,"Sat, Dec 29, 2018",Houston Rockets,108,New Orleans Pelicans,104
528,"Sat, Dec 29, 2018",Charlotte Hornets,126,Washington Wizards,130
529,"Sat, Dec 29, 2018",Cleveland Cavaliers,108,Atlanta Hawks,111
530,"Sat, Dec 29, 2018",Boston Celtics,112,Memphis Grizzlies,103
531,"Sat, Dec 29, 2018",New York Knicks,97,Utah Jazz,129
532,"Sat, Dec 29, 2018",Denver Nuggets,122,Phoenix Suns,118
533,"Sat, Dec 29, 2018",Golden State Warriors,115,Portland Trail Blazers,105
534,"Sat, Dec 29, 2018",San Antonio Spurs,122,Los Angeles Clippers,111
535,"Sun, Dec 30, 2018",Detroit Pistons,107,Orlando Magic,109
536,"Sun, Dec 30, 2018",Minnesota Timberwolves,113,Miami Heat,104
537,"Sun, Dec 30, 2018",Chicago Bulls,89,Toronto Raptors,95
538,"Sun, Dec 30, 2018",Oklahoma City Thunder,103,Dallas Mavericks,105
539,"Sun, Dec 30, 2018",Philadelphia 76ers,95,Portland Trail Blazers,129
540,"Sun, Dec 30, 2018",Sacramento Kings,114,Los Angeles Lakers,121
541,"Mon, Dec 31, 2018",Atlanta Hawks,108,Indiana Pacers,116
542,"Mon, Dec 31, 2018",Orlando Magic,100,Charlotte Hornets,125
543,"Mon, Dec 31, 2018",Memphis Grizzlies,101,Houston Rockets,113
544,"Mon, Dec 31, 2018",Boston Celtics,111,San Antonio Spurs,120
545,"Mon, Dec 31, 2018",Minnesota Timberwolves,114,New Orleans Pelicans,123
546,"Mon, Dec 31, 2018",Dallas Mavericks,102,Oklahoma City Thunder,122
547,"Mon, Dec 31, 2018",Golden State Warriors,132,Phoenix Suns,109
548,"Tue, Jan 1, 2019",Utah Jazz,116,Toronto Raptors,122
549,"Tue, Jan 1, 2019",Detroit Pistons,98,Milwaukee Bucks,121
550,"Tue, Jan 1, 2019",New York Knicks,108,Denver Nuggets,115
551,"Tue, Jan 1, 2019",Portland Trail Blazers,113,Sacramento Kings,108
552,"Tue, Jan 1, 2019",Philadelphia 76ers,119,Los Angeles Clippers,113
553,"Wed, Jan 2, 2019",Dallas Mavericks,122,Charlotte Hornets,84
554,"Wed, Jan 2, 2019",Miami Heat,117,Cleveland Cavaliers,92
555,"Wed, Jan 2, 2019",Atlanta Hawks,98,Washington Wizards,114
556,"Wed, Jan 2, 2019",New Orleans Pelicans,121,Brooklyn Nets,126
557,"Wed, Jan 2, 2019",Minnesota Timberwolves,102,Boston Celtics,115
558,"Wed, Jan 2, 2019",Orlando Magic,112,Chicago Bulls,84
559,"Wed, Jan 2, 2019",Detroit Pistons,101,Memphis Grizzlies,94
560,"Wed, Jan 2, 2019",Philadelphia 76ers,132,Phoenix Suns,127
561,"Wed, Jan 2, 2019",Oklahoma City Thunder,107,Los Angeles Lakers,100
562,"Thu, Jan 3, 2019",Toronto Raptors,107,San Antonio Spurs,125
563,"Thu, Jan 3, 2019",Denver Nuggets,117,Sacramento Kings,113
564,"Thu, Jan 3, 2019",Houston Rockets,135,Golden State Warriors,134
565,"Fri, Jan 4, 2019",Utah Jazz,117,Cleveland Cavaliers,91
566,"Fri, Jan 4, 2019",Dallas Mavericks,93,Boston Celtics,114
567,"Fri, Jan 4, 2019",Indiana Pacers,119,Chicago Bulls,116
568,"Fri, Jan 4, 2019",Brooklyn Nets,109,Memphis Grizzlies,100
569,"Fri, Jan 4, 2019",Washington Wizards,109,Miami Heat,115
570,"Fri, Jan 4, 2019",Orlando Magic,103,Minnesota Timberwolves,120
571,"Fri, Jan 4, 2019",Atlanta Hawks,112,Milwaukee Bucks,144
572,"Fri, Jan 4, 2019",Los Angeles Clippers,121,Phoenix Suns,111
573,"Fri, Jan 4, 2019",New York Knicks,119,Los Angeles Lakers,112
574,"Fri, Jan 4, 2019",Oklahoma City Thunder,111,Portland Trail Blazers,109
575,"Sat, Jan 5, 2019",Charlotte Hornets,110,Denver Nuggets,123
576,"Sat, Jan 5, 2019",Utah Jazz,110,Detroit Pistons,105
577,"Sat, Jan 5, 2019",Dallas Mavericks,100,Philadelphia 76ers,106
578,"Sat, Jan 5, 2019",New Orleans Pelicans,133,Cleveland Cavaliers,98
579,"Sat, Jan 5, 2019",Toronto Raptors,123,Milwaukee Bucks,116
580,"Sat, Jan 5, 2019",Memphis Grizzlies,88,San Antonio Spurs,108
581,"Sat, Jan 5, 2019",Houston Rockets,101,Portland Trail Blazers,110
582,"Sat, Jan 5, 2019",Golden State Warriors,127,Sacramento Kings,123
583,"Sun, Jan 6, 2019",Brooklyn Nets,117,Chicago Bulls,100
584,"Sun, Jan 6, 2019",Orlando Magic,96,Los Angeles Clippers,106
585,"Sun, Jan 6, 2019",Los Angeles Lakers,86,Minnesota Timberwolves,108
586,"Sun, Jan 6, 2019",Miami Heat,82,Atlanta Hawks,106
587,"Sun, Jan 6, 2019",Washington Wizards,116,Oklahoma City Thunder,98
588,"Sun, Jan 6, 2019",Indiana Pacers,105,Toronto Raptors,121
589,"Sun, Jan 6, 2019",Charlotte Hornets,119,Phoenix Suns,113
590,"Mon, Jan 7, 2019",San Antonio Spurs,119,Detroit Pistons,107
591,"Mon, Jan 7, 2019",Brooklyn Nets,95,Boston Celtics,116
592,"Mon, Jan 7, 2019",Denver Nuggets,113,Houston Rockets,125
593,"Mon, Jan 7, 2019",Utah Jazz,102,Milwaukee Bucks,114
594,"Mon, Jan 7, 2019",Memphis Grizzlies,95,New Orleans Pelicans,114
595,"Mon, Jan 7, 2019",Los Angeles Lakers,107,Dallas Mavericks,97
596,"Mon, Jan 7, 2019",New York Knicks,101,Portland Trail Blazers,111
597,"Mon, Jan 7, 2019",Orlando Magic,95,Sacramento Kings,111
598,"Tue, Jan 8, 2019",Indiana Pacers,123,Cleveland Cavaliers,115
599,"Tue, Jan 8, 2019",Washington Wizards,115,Philadelphia 76ers,132
600,"Tue, Jan 8, 2019",Denver Nuggets,103,Miami Heat,99
601,"Tue, Jan 8, 2019",Atlanta Hawks,101,Toronto Raptors,104
602,"Tue, Jan 8, 2019",Minnesota Timberwolves,119,Oklahoma City Thunder,117
603,"Tue, Jan 8, 2019",Sacramento Kings,111,Phoenix Suns,115
604,"Tue, Jan 8, 2019",New York Knicks,95,Golden State Warriors,122
605,"Tue, Jan 8, 2019",Charlotte Hornets,109,Los Angeles Clippers,128
606,"Wed, Jan 9, 2019",Indiana Pacers,108,Boston Celtics,135
607,"Wed, Jan 9, 2019",Philadelphia 76ers,106,Washington Wizards,123
608,"Wed, Jan 9, 2019",Atlanta Hawks,100,Brooklyn Nets,116
609,"Wed, Jan 9, 2019",Milwaukee Bucks,116,Houston Rockets,109
610,"Wed, Jan 9, 2019",San Antonio Spurs,86,Memphis Grizzlies,96
611,"Wed, Jan 9, 2019",Cleveland Cavaliers,124,New Orleans Pelicans,140
612,"Wed, Jan 9, 2019",Phoenix Suns,94,Dallas Mavericks,104
613,"Wed, Jan 9, 2019",Orlando Magic,93,Utah Jazz,106
614,"Wed, Jan 9, 2019",Chicago Bulls,112,Portland Trail Blazers,124
615,"Wed, Jan 9, 2019",Detroit Pistons,100,Los Angeles Lakers,113
616,"Thu, Jan 10, 2019",Boston Celtics,99,Miami Heat,115
617,"Thu, Jan 10, 2019",Los Angeles Clippers,100,Denver Nuggets,121
618,"Thu, Jan 10, 2019",Oklahoma City Thunder,147,San Antonio Spurs,154
619,"Thu, Jan 10, 2019",Detroit Pistons,102,Sacramento Kings,112
620,"Fri, Jan 11, 2019",Atlanta Hawks,123,Philadelphia 76ers,121
621,"Fri, Jan 11, 2019",Milwaukee Bucks,106,Washington Wizards,113
622,"Fri, Jan 11, 2019",Indiana Pacers,121,New York Knicks,106
623,"Fri, Jan 11, 2019",Brooklyn Nets,105,Toronto Raptors,122
624,"Fri, Jan 11, 2019",Cleveland Cavaliers,113,Houston Rockets,141
625,"Fri, Jan 11, 2019",Dallas Mavericks,119,Minnesota Timberwolves,115
626,"Fri, Jan 11, 2019",Charlotte Hornets,96,Portland Trail Blazers,127
627,"Fri, Jan 11, 2019",Los Angeles Lakers,95,Utah Jazz,113
628,"Fri, Jan 11, 2019",Chicago Bulls,109,Golden State Warriors,146
629,"Sat, Jan 12, 2019",Detroit Pistons,109,Los Angeles Clippers,104
630,"Sat, Jan 12, 2019",Memphis Grizzlies,108,Miami Heat,112
631,"Sat, Jan 12, 2019",Boston Celtics,103,Orlando Magic,105
632,"Sat, Jan 12, 2019",New Orleans Pelicans,106,Minnesota Timberwolves,110
633,"Sat, Jan 12, 2019",San Antonio Spurs,112,Oklahoma City Thunder,122
634,"Sat, Jan 12, 2019",Denver Nuggets,93,Phoenix Suns,102
635,"Sat, Jan 12, 2019",Charlotte Hornets,97,Sacramento Kings,104
636,"Sat, Jan 12, 2019",Chicago Bulls,102,Utah Jazz,110
637,"Sun, Jan 13, 2019",Philadelphia 76ers,108,New York Knicks,105
638,"Sun, Jan 13, 2019",Toronto Raptors,140,Washington Wizards,138
639,"Sun, Jan 13, 2019",Milwaukee Bucks,133,Atlanta Hawks,114
640,"Sun, Jan 13, 2019",Houston Rockets,109,Orlando Magic,116
641,"Sun, Jan 13, 2019",Golden State Warriors,119,Dallas Mavericks,114
642,"Sun, Jan 13, 2019",Portland Trail Blazers,113,Denver Nuggets,116
643,"Sun, Jan 13, 2019",Cleveland Cavaliers,101,Los Angeles Lakers,95
644,"Mon, Jan 14, 2019",Boston Celtics,102,Brooklyn Nets,109
645,"Mon, Jan 14, 2019",Memphis Grizzlies,94,Houston Rockets,112
646,"Mon, Jan 14, 2019",Charlotte Hornets,108,San Antonio Spurs,93
647,"Mon, Jan 14, 2019",Detroit Pistons,94,Utah Jazz,100
648,"Mon, Jan 14, 2019",Portland Trail Blazers,107,Sacramento Kings,115
649,"Mon, Jan 14, 2019",New Orleans Pelicans,121,Los Angeles Clippers,117
650,"Tue, Jan 15, 2019",Phoenix Suns,97,Indiana Pacers,131
651,"Tue, Jan 15, 2019",Minnesota Timberwolves,107,Philadelphia 76ers,149
652,"Tue, Jan 15, 2019",Oklahoma City Thunder,126,Atlanta Hawks,142
653,"Tue, Jan 15, 2019",Miami Heat,86,Milwaukee Bucks,124
654,"Tue, Jan 15, 2019",Golden State Warriors,142,Denver Nuggets,111
655,"Tue, Jan 15, 2019",Chicago Bulls,100,Los Angeles Lakers,107
656,"Wed, Jan 16, 2019",Orlando Magic,115,Detroit Pistons,120
657,"Wed, Jan 16, 2019",Toronto Raptors,108,Boston Celtics,117
658,"Wed, Jan 16, 2019",Brooklyn Nets,145,Houston Rockets,142
